condition,token,weight
xprompt_p0to1,exercise,-7.704589208220214e-08
xprompt_p0to1,carolina,-8.013912257569345e-05
xprompt_p0to1,winner,-7.083633373865383e-05
xprompt_p0to1,senator,-5.703618571413461e-05
xprompt_p0to1,elect,-2.693190361359504e-06
xprompt_p0to1,entirely,-7.28652446561411e-07
xprompt_p0to1,make,-3.9944516261832015e-07
xprompt_p0to1,positives,-3.987911201172688e-07
xprompt_p0to1,represent,-3.5263339121718393e-07
xprompt_p0to1,mistakes,-2.1493538406832798e-07
xprompt_p0to1,concept,-1.6193056564804654e-07
xprompt_p0to1,term,-1.0705517439555008e-07
xprompt_p0to1,sometimes,6.26760997976599e-08
xprompt_p0to1,replacing,-2.240101749136577e-08
xprompt_p1to0,engagement,0.06708740645744493
xprompt_p1to0,voices,0.05992123163095172
xprompt_p1to0,politics,0.05792438834848229
xprompt_p1to0,reflect,0.05487058370838947
xprompt_p1to0,main,0.052696392225599194
xprompt_p1to0,ultimately,0.04142313472969915
xprompt_p1to0,views,-0.02519657332550055
xprompt_p1to0,process,0.0053564489018413505
xprompt_p1to0,tyring,-0.0016035128610607271
xprompt_p1to0,wether,-0.001498318205819265
xprompt_p1to0,choice,-0.0014771962012781552
xprompt_p1to0,options,-0.0014453091654682909
xprompt_p1to0,sure,-0.0012580530305089628
xprompt_p1to0,debating,-0.0008215620868513387
xprompt_p1to0,like,0.0005259792893354937
xprompt_p1to0,out,0.0001391980785993687
xprompt_p1to0,development,0.1083351786944829
xprompt_p1to0,overcoming,0.09587513479252048
xprompt_p1to0,path,0.09354747242439355
xprompt_p1to0,further,0.07831226466189949
xprompt_p1to0,patient,0.013205847759823825
xprompt_p1to0,made,0.01019260962527433
xprompt_p1to0,grow,0.0059490455377272135
xprompt_p1to0,work,-0.00064763880919213
xprompt_p1to0,thing,-0.0006461126064339343
xprompt_p1to0,family,-0.0005926114604270298
xprompt_p1to0,hard,-0.000586810772038122
xprompt_p1to0,suffer,-0.0005764410276209483
xprompt_p1to0,cruel,-0.0005531387029633489
xprompt_p1to0,listen,-0.0005460206955084286
xprompt_p1to0,won,-0.0005114319045353145
xprompt_p1to0,earn,-0.00030340486825998703
xprompt_p1to0,want,-0.0001709681108337941
xprompt_p1to0,buy,0.0533854658799721
xprompt_p1to0,factors,0.046178112875337476
xprompt_p1to0,change,0.03926673077327234
xprompt_p1to0,environmental,0.017100930631311042
xprompt_p1to0,disposing,0.014872896671845562
xprompt_p1to0,everyone,-0.011876304785768189
xprompt_p1to0,goes,0.00531365835044199
xprompt_p1to0,conserving,0.0038324479469788388
xprompt_p1to0,transit,0.153900581520717
xprompt_p1to0,imposed,0.1308584630897407
xprompt_p1to0,over,0.06664086936748743
xprompt_p1to0,densely,0.06174163283180945
xprompt_p1to0,improving,0.04780590857349933
xprompt_p1to0,urban,0.04136961338102712
xprompt_p1to0,many,0.01803776058890799
xprompt_p1to0,difference,0.013285655561168865
xprompt_p1to0,awareness,0.0016828592038931132
xprompt_p1to0,issues,-0.0004193217505255081
xprompt_p1to0,allowing,0.0829320524460893
xprompt_p1to0,matter,0.0782750146023754
xprompt_p1to0,connections,0.03417903557523513
xprompt_p1to0,perspective,0.023654295974567766
xprompt_p1to0,thus,0.02295416121739706
xprompt_p1to0,hard,0.012840228564618486
xprompt_p1to0,importance,-0.00493032775398686
xprompt_p1to0,clarity,0.003506730508102587
xprompt_p1to0,giving,0.0015149509964009383
xprompt_p1to0,believe,-0.0014981094678563735
xprompt_p1to0,fall,-0.001292655600359581
xprompt_p1to0,summer,-0.001104732002568758
xprompt_p1to0,round,-0.0010395094032878609
xprompt_p1to0,having,-0.0008525371162252433
xprompt_p1to0,good,-0.000257022913345812
xprompt_p1to0,people,9.009488417154161e-05
xprompt_p1to0,authros,-0.0010315895716054005
xprompt_p1to0,expolring,-0.0008869636607926604
xprompt_p1to0,basicly,-0.0008814104078711829
xprompt_p1to0,evidence,-0.0008053815668621058
xprompt_p1to0,planet,-0.0007243518980928197
xprompt_p1to0,hes,-0.0007210950866002827
xprompt_p1to0,challenge,-0.0004730940208153877
xprompt_p1to0,even,0.0003645731053510396
xprompt_p1to0,stop,0.00022487712141015258
xprompt_p1to0,like,0.00017952158949467262
xprompt_p1to0,idea,8.627738344823574e-05
xprompt_p1to0,children,-0.0006559210376943209
xprompt_p1to0,people,-0.0006468772734593342
xprompt_p1to0,though,0.0006433051901681761
xprompt_p1to0,relieve,-0.0006023808559281413
xprompt_p1to0,games,0.0005085826812314917
xprompt_p1to0,tho,-0.0004867477726399877
xprompt_p1to0,often,0.0004391853255956386
xprompt_p1to0,two,0.0004259763584591725
xprompt_p1to0,adults,-0.00039340969242838134
xprompt_p1to0,looking,-0.00039043619724417745
xprompt_p1to0,healthier,0.1340981300241849
xprompt_p1to0,exposé,0.12713509317442742
xprompt_p1to0,conditions,0.10901993185634457
xprompt_p1to0,culture,0.10390411880531293
xprompt_p1to0,presents,0.10216477226241648
xprompt_p1to0,directly,0.09859112669580429
xprompt_p1to0,trend,0.0943243196855314
xprompt_p1to0,smog,0.05043237012862839
xprompt_p1to0,reduced,0.013029599686110428
xprompt_p1to0,limiting,0.005541205356122559
xprompt_p1to0,cannot,-0.005257577239811658
xprompt_p1to0,life,0.00014207938482976886
xprompt_p1to0,idesel,-0.0006337465349613016
xprompt_p1to0,automobile,-0.0005756652430566055
xprompt_p1to0,gatorbait,-0.0005216912103924418
xprompt_p1to0,advantages,-0.0005099149688617624
xprompt_p1to0,now,-0.00044623805318997034
xprompt_p1to0,gas,-0.00035895833074795944
xprompt_p1to0,way,-0.0003354660715243113
xprompt_p1to0,rid,-0.0002580303853105036
xprompt_p1to0,get,-0.00025582079507370124
xprompt_p1to0,global,5.931624505090855e-05
xprompt_p1to0,really,-4.083334121354726e-05
xprompt_p1to0,progress,0.0980464440505343
xprompt_p1to0,tremendous,0.0736779041178042
xprompt_p1to0,utilize,0.05123677368547317
xprompt_p1to0,immersive,0.03402598993595574
xprompt_p1to0,animation,0.027467881098394265
xprompt_p1to0,medical,-0.01541749238588496
xprompt_p1to0,cameras,0.014888219265477566
xprompt_p1to0,capture,-0.0015592948005803508
xprompt_p1to0,teen,-0.0007345907905946977
xprompt_p1to0,different,-0.0006097616479474831
xprompt_p1to0,like,-0.0005072590961229417
xprompt_p1to0,people,-0.00037751842066091384
xprompt_p1to0,bank,-0.0003547652135689109
xprompt_p1to0,all,4.0322979969153884e-05
xprompt_p1to0,lack,1.9305297976423045e-05
xprompt_p1to0,taking,0.08630586269952197
xprompt_p1to0,them,0.08462444523116529
xprompt_p1to0,come,0.07416419840573497
xprompt_p1to0,things,0.06398011367473201
xprompt_p1to0,use,0.06243098368962034
xprompt_p1to0,problems,0.058733080550837556
xprompt_p1to0,creative,0.05398513752880782
xprompt_p1to0,enjoy,0.04522321017907362
xprompt_p1to0,successful,0.04477775523392911
xprompt_p1to0,meet,-0.022101082571280607
xprompt_p1to0,next,-0.005478750625885955
xprompt_p1to0,planet,0.004547905320885818
xprompt_p1to0,certain,0.004189158829543031
xprompt_p1to0,new,0.004002045351563225
xprompt_p1to0,spreading,-0.00212050603163093
xprompt_p1to0,reporters,-0.0010756448203407367
xprompt_p1to0,asteroid,-0.0008144830297373025
xprompt_p1to0,know,-0.0007747848878044417
xprompt_p1to0,news,0.0003206368388929682
xprompt_p1to0,implicattions,-0.0004505083203229795
xprompt_p1to0,sold,-0.00032304335812181347
xprompt_p1to0,thoughs,-0.00030694759334387654
xprompt_p1to0,benenificial,-0.00028864468999930586
xprompt_p1to0,pollution,-0.0002489302657024906
xprompt_p1to0,benenifical,-0.00018691301095924906
xprompt_p1to0,around,6.063989599086588e-05
xprompt_p1to0,life,-5.702823747727463e-05
xprompt_p1to0,due,0.10676442645551183
xprompt_p1to0,manipulate,0.09378562038899929
xprompt_p1to0,prevalence,0.08472600507024408
xprompt_p1to0,taking,0.07688102014368879
xprompt_p1to0,against,0.07662033425750714
xprompt_p1to0,awareness,0.049879692466730276
xprompt_p1to0,among,0.03222989848542172
xprompt_p1to0,increasing,-0.025105967379599397
xprompt_p1to0,compared,0.024608106489665875
xprompt_p1to0,bullying,0.01136987565317843
xprompt_p1to0,amounts,0.0698902751077535
xprompt_p1to0,many,0.06584560628922652
xprompt_p1to0,effort,0.06292354377389986
xprompt_p1to0,reasons,0.05709974171914561
xprompt_p1to0,young,-0.029127554628825204
xprompt_p1to0,enough,0.011502567524357972
xprompt_p1to0,social,-0.00290895394671545
xprompt_p1to0,today,0.0021029337021575187
xprompt_p1to0,height,-0.0005347587314810426
xprompt_p1to0,closely,-0.000530681379249309
xprompt_p1to0,live,-0.0004676607552906497
xprompt_p1to0,human,-0.0004531559568050851
xprompt_p1to0,use,-0.00013782642868402357
xprompt_p1to0,isolated,-9.4510788526874e-05
xprompt_p1to0,over,0.10889801406794744
xprompt_p1to0,drawbacks,0.10760978549820448
xprompt_p1to0,ability,0.09967392451707481
xprompt_p1to0,hand,0.021514413556328514
xprompt_p1to0,ultimately,-0.015800681739720587
xprompt_p1to0,ways,0.012968071154802023
xprompt_p1to0,capapble,-0.0012792061918482968
xprompt_p1to0,planet,-0.0008666660570740632
xprompt_p1to0,tempatures,-0.0007245960496953078
xprompt_p1to0,venus,-0.0006561747657982242
xprompt_p1to0,hours,-0.0005703798771630297
xprompt_p1to0,uncapable,-0.0003194582937933789
xprompt_p1to0,closest,0.00013208326490492202
xprompt_p1to0,landing,-3.89647912169918e-05
xprompt_p1to0,percent,-3.714909989867265e-05
xprompt_p1to0,important,0.1345631160626269
xprompt_p1to0,every,0.10644747172696413
xprompt_p1to0,before,0.09799950367126627
xprompt_p1to0,weaknesses,0.09042273753650075
xprompt_p1to0,people,0.078649541925312
xprompt_p1to0,regular,0.030713390740911232
xprompt_p1to0,school,0.020178675393917014
xprompt_p1to0,lifestyle,0.01272915407017514
xprompt_p1to0,grow,0.007196379871967634
xprompt_p1to0,harder,-0.0003872100089954598
xprompt_p1to0,vauban,-0.00035930849395273
xprompt_p1to0,going,-0.00032422482760132706
xprompt_p1to0,take,-0.00031311580556977786
xprompt_p1to0,ways,-0.000283177210318728
xprompt_p1to0,another,-0.00021601879751701833
xprompt_p1to0,major,4.9353946480373e-05
xprompt_p1to0,eviroment,-0.00034349193691610033
xprompt_p1to0,governer,-0.00032066949253061416
xprompt_p1to0,exhaust,-0.00026921935948267286
xprompt_p1to0,choice,-0.00025355629197191414
xprompt_p1to0,breathing,-0.0001820190137266
xprompt_p1to0,down,-0.000179185003929306
xprompt_p1to0,item,-0.00013742306122221744
xprompt_p1to0,impacts,-8.993530623163155e-05
xprompt_p1to0,regongnize,-0.0005837099994944883
xprompt_p1to0,clock,-0.0004752328310504537
xprompt_p1to0,consent,-0.00041887331341737576
xprompt_p1to0,ways,-0.0003452390420636346
xprompt_p1to0,technology,-0.0003258214826380783
xprompt_p1to0,having,0.00023550271694173974
xprompt_p1to0,hand,3.746986842193888e-05
xprompt_p1to0,think,-2.6022281523942517e-05
xprompt_p1to0,research,0.12051983284359007
xprompt_p1to0,appears,0.11465187617416012
xprompt_p1to0,expression,0.08540458143979388
xprompt_p1to0,closely,0.07490300766688697
xprompt_p1to0,topic,0.06724425619754455
xprompt_p1to0,start,0.05624882484896063
xprompt_p1to0,analyzed,0.018097123548056777
xprompt_p1to0,young,-0.012037407861164744
xprompt_p1to0,feedback,-0.001538270180929051
xprompt_p1to0,cigeratte,-0.00069512179092034
xprompt_p1to0,family,-0.0004845694922013756
xprompt_p1to0,daily,-0.00048217863401445437
xprompt_p1to0,body,-0.00040288995335880273
xprompt_p1to0,die,-0.00027426555637309553
xprompt_p1to0,happen,-0.00022699677823464617
xprompt_p1to0,wasn,-0.00018879158693302375
xprompt_p1to0,see,4.649012418237417e-05
xprompt_p1to0,effect,1.9712643557889478e-05
xprompt_p1to0,horns,6.739724985127401e-06
xprompt_p1to0,lives,0.05837266035523229
xprompt_p1to0,ideas,0.05077348990789961
xprompt_p1to0,response,0.04168381828880455
xprompt_p1to0,method,0.029767918745677052
xprompt_p1to0,upset,0.020012994347150405
xprompt_p1to0,representatio,0.013041292880747114
xprompt_p1to0,argue,0.0015574051707730842
xprompt_p1to0,beauty,-0.0003638140058287564
xprompt_p1to0,patients,0.00015510783593172882
xprompt_p1to0,since,0.10581346709094919
xprompt_p1to0,evoke,0.1041740294879635
xprompt_p1to0,sound,0.1035830092010115
xprompt_p1to0,power,0.09875677011324271
xprompt_p1to0,rhythm,0.08440758049904092
xprompt_p1to0,artists,0.08169810623511849
xprompt_p1to0,social,0.056743650488029235
xprompt_p1to0,major,-0.023859099580634764
xprompt_p1to0,usher,0.01792821243798204
xprompt_p1to0,artist,0.004508473806320872
xprompt_p1to0,footprint,0.11155812393639905
xprompt_p1to0,reused,0.09773360800633801
xprompt_p1to0,divert,0.09705186471762371
xprompt_p1to0,communities,0.09342017650959918
xprompt_p1to0,additionally,0.09040721542067971
xprompt_p1to0,over,0.0776865451310644
xprompt_p1to0,choices,0.060561665452046054
xprompt_p1to0,rather,0.03702590440996679
